"id","SYMBOL"
"17399194","GON4L"
"17399233",NA
"17399235",NA
"17399237","ASH1L"
"17399266","PKLR"
"17399285","CLK2"
"17399302","SCAMP3"
"17399314","FAM189B"
"17399333","GBA"
"17399347","THBS3"
"17399374","MUC1"
"17399386","KRTCAP2"
"17399396","DPM3"
"17399402",NA
"17399404","GM15998"
"17399408","ADAM15"
"17399411","DCST2"
"17399426","GM15417"
"17399432","SHC1"
"17399451","PYGO2"
"17399460","PBXIP1"
"17399474","PMVK"
"17399485","KCNN3"
"17399496","ADAR"
"17399519","UBE2Q1"
"17399533","SHE"
"17399544","GM19710"
"17399549","4933434E20RIK"
"17399571",NA
"17399574","1700094D03RIK"
"17399581","MIR190B"
"17399583","TPM3"
"17399604","NUP210L"
"17399645",NA
"17399647",NA
"17399649","RAB13"
"17399663","JTB"
"17399672","SLC39A1"
"17399679","CRTC2"
"17399700",NA
"17399702","DENND4B"
"17399737","GATAD2B"
"17399749","NPR1"
"17399754","ILF2"
"17399769","S100A13"
"17399776","S100A14"
"17399783","S100A16"
"17399792",NA
"17399794","S100A2"
"17399797","S100A3"
"17399802","S100A4"
"17399808","S100A5"
"17399812","S100A6"
"17399817","S100A7A"
"17399823","S100A8"
"17399828","PGLYRP4"
"17399840","GM7166"
"17399843","4930529C04RIK"
"17399845","PGLYRP3"
"17399854","SPRR2A1"
"17399858","SPRR2A2"
"17399864","SPRR2B"
"17399868","SPRR2D"
"17399872","SPRR2E"
"17399876","SPRR2F"
"17399880","SPRR2G"
"17399883","SPRR2H"
"17399887","SPRR2I"
"17399891","SPRR2J-PS"
"17399895","SPRR2K"
"17399899","LCE1C"
"17399904","YWHAZ"
"17399906","LCE3B"
"17399910","LCE3C"
"17399914","GM9782"
"17399917","2310001H18RIK"
"17399922","LCE3F"
"17399926","LCE1M"
"17399929","GM4858"
"17399936","CRNN"
"17399940","FLG2"
"17399952","FLG"
"17399972","HRNR"
"17399981","RPTN"
"17399986","TCHH"
"17399990","TCHHL1"
"17399995","S100A11"
"17400000","S100A10"
"17400006","TDPOZ2"
"17400009","TDPOZ4"
"17400011","TDPOZ3"
"17400013",NA
"17400015",NA
"17400020",NA
"17400023","THEM4"
"17400032","THEM5"
"17400043","C2CD4D"
"17400048","RORC"
"17400066","LINGO4"
"17400072","TDRKH"
"17400091","MRPL9"
"17400103","CELF3"
"17400118",NA
"17400121","GM15234"
"17400124","SELENBP2"
"17400139","POGZ"
"17400162","SELENBP1"
"17400177","RFX5"
"17400198","PI4KB"
"17400216","4930481B07RIK"
"17400220",NA
"17400222","VPS72"
"17400231","TMOD4"
"17400244","LYSMD1"
"17400250","SEMA6C"
"17400275","MLLT11"
"17400281","CDC42SE1"
"17400291","FAM63A"
"17400317","LASS2"
"17400334","GM4349"
"17400339","ARNT"
"17400365","CTSK"
"17400375","CTSS"
"17400386","HORMAD1"
"17400403","GOLPH3L"
"17400412","ENSA"
"17400418","MCL1"
"17400424",NA
"17400428","C920021L13RIK"
"17400437","APH1A"
"17400449","ANP32E"
"17400463","GM9054"
"17400467","OTUD7B"
"17400486","MTMR11"
"17400510","SF3B4"
"17400519",NA
"17400521","SV2A"
"17400539","HIST2H2AB"
"17400541","HIST2H2BE"
"17400545","HIST2H2AA1"
"17400549",NA
"17400555","HIST2H3C2"
"17400559","HIST2H3B"
"17400562","HIST2H2BB"
"17400568","RNU1B1"
"17400570","GM17580"
"17400579","RNU1B1"
"17400581","4930459I23RIK"
"17400586",NA
"17400588","RNU1B1"
"17400590","RNU1B1"
"17400592","HFE2"
"17400599","TXNIP"
"17400612",NA
"17400617","ANKRD34A"
"17400622","LIX1L"
"17400630","RBM8A"
"17400638","PEX11B"
"17400650","ITGA10"
"17400682","ANKRD35"
"17400699","PIAS3"
"17400720","RNF115"
"17400732","PDZK1"
"17400749","GJA5"
"17400759","ACP6"
"17400773","FMO5"
"17400788","PRKAB2"
"17400799","SEC22B"
"17400810","GM5544"
"17400813","NOTCH2"
"17400849","ADAM30"
"17400853","REG4"
"17400862","HMGCS2"
"17400875","ZFP697"
"17400881",NA
"17400885","WARS2"
"17400901","TBX15"
"17400914","SPAG17"
"17400966","GDAP2"
"17400987",NA
"17400989","4930406D18RIK"
"17400994","GM12474"
"17400998","VTCN1"
"17401007","TRIM45"
"17401023","IGSF3"
"17401036","NHLH2"
"17401041","CASQ2"
"17401058",NA
"17401061","A230001M10RIK"
"17401066","NGF"
"17401072","TSPAN2"
"17401086","SIKE1"
"17401094","CSDE1"
"17401117","NRAS"
"17401126","AMPD1"
"17401142",NA
"17401144","DENND2C"
"17401169","BCAS2"
"17401180","TRIM33"
"17401203",NA
"17401205","SYT6"
"17401224",NA
"17401226",NA
"17401228","HIPK1"
"17401240","DCLRE1B"
"17401246","AP4B1"
"17401261","BCL2L15"
"17401269","PTPN22"
"17401293","GM15472"
"17401296","RSBN1"
"17401308","PHTF1"
"17401331",NA
"17401333",NA
"17401335","SLC16A1"
"17401343",NA
"17401345","PPM1J"
"17401357","RHOC"
"17401364","ST7L"
"17401386","4930564D02RIK"
"17401394","KCND3"
"17401408","6530418L21RIK"
"17401414","GM5547"
"17401418","ADORA3"
"17401433","WDR77"
"17401447","OVGP1"
"17401463","1810022K09RIK"
"17401465","CHIA"
"17401480","DENND2D"
"17401500","DRAM2"
"17401514","4933421E11RIK"
"17401526","KCNA3"
"17401530","AI504432"
"17401535",NA
"17401539","KCNA2"
"17401545","KCNA10"
"17401552","A630076J17RIK"
"17401556","HBXIP"
"17401563","SLC16A4"
"17401578","ALX3"
"17401586",NA
"17401590","EPS8L3"
"17401610","GSTM5"
"17401623",NA
"17401625","AMPD2"
"17401629","GNAT2"
"17401647",NA
"17401650","AMIGO1"
"17401660","PSMA5"
"17401673","SORT1"
"17401696",NA
"17401699","MYBPHL"
"17401710","PSRC1"
"17401725",NA
"17401727",NA
"17401729","1700013F07RIK"
"17401741","TAF13"
"17401749","WDR47"
"17401768","CLCC1"
"17401790","AKNAD1"
"17401805","4921515J06RIK"
"17401818","4930443G12RIK"
"17401833","SLC25A24"
"17401846","VAV3"
"17401883",NA
"17401885","GM6602"
"17401890","AMY2A5"
"17401893","AMY2A5"
"17401896","AMY2A5"
"17401899","AMY2A5"
"17401902","COL11A1"
"17401970","OLFM3"
"17401985",NA
"17401987","DPH5"
"17401999",NA
"17402001","EXTL2"
"17402013",NA
"17402020",NA
"17402022","RTCD1"
"17402025","DBT"
"17402039","LRRC39"
"17402052","SASS6"
"17402072","FRRS1"
"17402092","4930455H04RIK"
"17402097",NA
"17402099","4833424O15RIK"
"17402109","MIR137"
"17402111","GM9916"
"17402113","DPYD"
"17402140",NA
"17402142",NA
"17402144","USP12"
"17402146","ALG14"
"17402153",NA
"17402155","CNN3"
"17402165","A530020G20RIK"
"17402174","4930432M17RIK"
"17402181","F3"
"17402193","ARHGAP29"
"17402222","ABCA4"
"17402283","GCLM"
"17402296","DNTTIP2"
"17402305","BCAR3"
"17402319",NA
"17402321","PDE5A"
"17402350","FABP2"
"17402357","1810037I17RIK"
"17402361","SEC24D"
"17402386","PRSS12"
"17402400","GM9372"
"17402402","TRAM1L1"
"17402406",NA
"17402408",NA
"17402410",NA
"17402412","NDST4"
"17402433","ARSJ"
"17402438","CAMK2D"
"17402468",NA
"17402470","LOC100862268"
"17402475","MIR302B"
"17402477","MIR302C"
"17402479","MIR302A"
"17402481","MIR302D"
"17402483","MIR367"
"17402485","4930422G04RIK"
"17402513","NEUROG2"
"17402517",NA
"17402519","TIFA"
"17402529","9830132P13"
"17402535",NA
"17402539",NA
"17402541","PITX2"
"17402556","GM5712"
"17402558","ELOVL6"
"17402566","EGF"
"17402572","CFI"
"17402588","PLA2G12A"
"17402595","CASP6"
"17402604","GM11425"
"17402607","COL25A1"
"17402642","AGXT2L1"
"17402660",NA
"17402662","LEF1"
"17402678","LOC100503594"
"17402681","PAPSS1"
"17402696",NA
"17402698","DKK2"
"17402705","GM5549"
"17402708","AIMP1"
"17402711","TBCK"
"17402742",NA
"17402744",NA
"17402746","INTS12"
"17402756","PPA2"
"17402778","CXXC4"
"17402787","TACR3"
"17402795",NA
"17402797","CENPE"
"17402846","BDH2"
"17402860","NHEDC2"
"17402877","NHEDC1"
"17402895","UBE2D3"
"17402905","MANBA"
"17402932",NA
"17402936","SLC39A8"
"17402953","PPP3CA"
"17402977",NA
"17402979",NA
"17402981","EMCN"
"17402996","DDIT4L"
"17403004","H2AFZ"
"17403013","DNAJB14"
"17403025","LAMTOR3"
"17403035","GM19708"
"17403039","1110002E22RIK"
"17403043","RG9MTD2"
"17403058","ADH7"
"17403070","ADH1"
"17403084","ADH6A"
"17403096",NA
"17403106","ADH6B"
"17403108","ADH6-PS1"
"17403114","ADH4"
"17403126","ADH5"
"17403138","EIF4E"
"17403148","MIR1956"
"17403150","TSPAN5"
"17403168","B930007M17RIK"
"17403185","UNC5C"
"17403205","GBP5"
"17403224","GBP7"
"17403237","GBP3"
"17403255","GBP1"
"17403268","GBP2"
"17403282","CCBL2"
"17403301","GTF2B"
"17403309",NA
"17403311","9530052C20RIK"
"17403314","GM12070"
"17403318","A830019L24RIK"
"17403323",NA
"17403325","SEP15"
"17403335","CLCA6"
"17403340","ODF2L"
"17403363","COL24A1"
"17403423","ZNHIT6"
"17403436","GM17501"
"17403439","DDAH1"
"17403451","BCL10"
"17403457","2410004B18RIK"
"17403463","SYDE2"
"17403473","MCOLN3"
"17403490","MCOLN2"
"17403509","LPAR3"
"17403514","SSX2IP"
"17403533","CTBS"
"17403543","LOC100048410"
"17403551","UOX"
"17403565","GM16325"
"17403571","TTLL7"
"17403598","GM1653"
"17403602","4930555A03RIK"
"17403605","ELTD1"
"17403625","FUBP1"
"17403653","USP33"
"17403681","ZZZ3"
"17403701","AI115009"
"17403706","PIGK"
"17403723",NA
"17403726",NA
"17403729",NA
"17403731",NA
"17403733",NA
"17403735","ASB17"
"17403743",NA
"17403745","SLC44A5"
"17403771","AI606473"
"17403775","CRYZ"
"17403790","4922501L14RIK"
"17403806","4922501L14RIK"
"17403809",NA
"17403811","LRRIQ3"
"17403823","9330178D15RIK"
"17403829","NEGR1"
"17403844",NA
"17403846",NA
"17403848","ZRANB2"
"17403864","MIR186"
"17403866","PTGER3"
"17403875",NA
"17403879","ANKRD13C"
"17403895","LRRC40"
"17403913","LOC624759"
"17403919","DEPDC1A"
"17403934","RPE65"
"17403950","WLS"
"17403967",NA
"17403969","2700069I18RIK"
"17403973","PXMP3"
"17403985","1700008P02RIK"
"17403992",NA
"17403994","IL7"
"17404004","1700010I02RIK"
"17404009","GM6194"
"17404011","HEY1"
"17404019",NA
"17404021","MRPS28"
"17404028","TPD52"
"17404047","ZFP704"
"17404058","PAG1"
"17404071",NA
"17404073","FABP5"
"17404077","PMP2"
"17404084","FABP9"
"17404091","FABP4"
"17404098","FABP12"
"17404109","IMPA1"
"17404122","SLC10A5"
"17404126","ZFAND1"
"17404139","SNX16"
"17404150",NA
"17404152","PGAM1"
"17404156","GM10745"
"17404165","4930539N22RIK"
"17404170",NA
"17404172",NA
"17404174","1810022K09RIK"
"17404180","CAR1"
"17404191","CAR3"
"17404195","GM9733"
"17404200","SIRPB1A"
"17404209","SIRPB1B"
"17404217","LOC100038947"
"17404230","GM5150"
"17404235",NA
"17404237",NA
"17404239",NA
"17404243",NA
"17404245","CYP7B1"
"17404254","4930433B08RIK"
"17404259","ARMC1"
"17404269","PDE7A"
"17404291","1700064H15RIK"
"17404296","CRH"
"17404300","HPS3"
"17404329","GYG"
"17404337","CPA3"
"17404350","CPB1"
"17404366","AGTR1B"
"17404371",NA
"17404373","NAALADL2"
"17404388","NLGN1"
"17404400",NA
"17404402","ECT2"
"17404429","NCEH1"
"17404432","FNDC3B"
"17404462","MIR3092"
"17404464","TMEM212"
"17404470","1700112D23RIK"
"17404474","1600012F09RIK"
"17404478","MECOM"
"17404503","MECOM"
"17404509",NA
"17404513","1600017P15RIK"
"17404515","ARPM1"
"17404520","LRRC34"
"17404534","LRRC31"
"17404548","PHC3"
"17404570","SLC7A14"
"17404585","ZMAT3"
"17404596","KCNMB3"
"17404601","GNB4"
"17404616","MRPL47"
"17404628","PEX5L"
"17404652",NA
"17404654","TTC14"
"17404680",NA
"17404682","GM15118"
"17404695",NA
"17404698",NA
"17404701",NA
"17404704","GM3143"
"17404711","GM6639"
"17404731","DCUN1D1"
"17404750","MCCC1"
"17404772","CCDC144B"
"17404786","QRFPR"
"17404796","ANXA5"
"17404811","E330009D11"
"17404816","GM11549"
"17404821","CCNA2"
"17404835","BBS7"
"17404859","TRPC3"
"17404877",NA
"17404880","IL2"
"17404888","IL21"
"17404896","CETN4"
"17404906","GM12541"
"17404911","NUDT6"
"17404923","GM5148"
"17404933",NA
"17404935",NA
"17404937",NA
"17404941","5430434I15RIK"
"17404947","ANKRD50"
"17404956",NA
"17404958","FAT4"
"17404963",NA
"17404965",NA
"17404967","1700017G19RIK"
"17404976","MFSD8"
"17404993","GM10731"
"17404997","6430590A07RIK"
"17405001","1700034I23RIK"
"17405005","PGRMC2"
"17405010",NA
"17405015",NA
"17405017","C430002E04RIK"
"17405021","SCLT1"
"17405047","2610316D01RIK"
"17405057","PCDH10"
"17405062","PABPC4L"
"17405067","GM7977"
"17405069","1700018B24RIK"
"17405075","PCDH18"
"17405082","SLC7A11"
"17405097",NA
"17405099","ELF2"
"17405119","MGARP"
"17405130","GM9442"
"17405133","NDUFC1"
"17405142","SETD7"
"17405154","MAML3"
"17405165","FOXO1"
"17405168","LOC622124"
"17405174","COG6"
"17405197","NHLRC3"
"17405208","FREM2"
"17405236","UFM1"
"17405247","EXOSC8"
"17405261","RFXAP"
"17405267","6030405A18RIK"
"17405274","CCNA1"
"17405285","NBEA"
"17405348",NA
"17405350",NA
"17405352",NA
"17405355","TM4SF1"
"17405365","WWTR1"
"17405375",NA
"17405380","COMMD2"
"17405389","GM410"
"17405397","PFN2"
"17405405",NA
"17405407","1700007F19RIK"
"17405414","SERP1"
"17405420","FAM194A"
"17405435","SIAH2"
"17405443","FAM188B2"
"17405446","CLRN1"
"17405456",NA
"17405458","GPR171"
"17405463","P2RY14"
"17405469","F630111L10RIK"
"17405471","GPR87"
"17405478","P2RY13"
"17405482","P2RY12"
"17405489","IGSF10"
"17405498","GM5709"
"17405504",NA
"17405506","RAP2B"
"17405510","ARHGEF26"
"17405513","DHX36"
"17405541","GPR149"
"17405549","PLCH1"
"17405581",NA
"17405583","E130311K13RIK"
"17405591","SLC33A1"
"17405604","GM20031"
"17405606","VMN2R2"
"17405612","VMN2R3"
"17405619",NA
"17405621","VMN2R4"
"17405627","VMN2R5"
"17405636","VMN2R6"
"17405642","VMN2R-PS11"
"17405654","VMN2R7"
"17405660",NA
"17405662","A730090N16RIK"
"17405667","SSR3"
"17405677","4931440P22RIK"
"17405686",NA
"17405688","CCNL1"
"17405703","VEPH1"
"17405722",NA
"17405724","SHOX2"
"17405737","LXN"
"17405746","RARRES1"
"17405754",NA
"17405756","GM5848"
"17405758",NA
"17405760","1110032F04RIK"
"17405764","IFT80"
"17405789","TRIM59"
"17405795","KPNA4"
"17405817",NA
"17405819","B3GALNT1"
"17405825",NA
"17405827","1110032A04RIK"
"17405834",NA
"17405836",NA
"17405838","GM6634"
"17405843",NA
"17405845","SIS"
"17405893","SLITRK3"
"17405897",NA
"17405899","4930509J09RIK"
"17405908","BCHE"
"17405916","GM20356"
"17405921","LOC100044951"
"17405926","ZBBX"
"17405955","SERPINI2"
"17405965","WDR49"
"17405985","PDCD10"
"17405998","2410007B07RIK"
"17406002","GOLIM4"
"17406025",NA
"17406027",NA
"17406029","UBE2D2A"
"17406031","RAPGEF2"
"17406066","FNIP2"
"17406088",NA
"17406091","ETFDH"
"17406110","RXFP1"
"17406129","TMEM144"
"17406145","GRIA2"
"17406165","GLRB"
"17406179",NA
"17406182",NA
"17406186","TDO2"
"17406205","GUCY1B3"
"17406221","GUCY1A3"
"17406233","NPY2R"
"17406239",NA
"17406241","RBM46"
"17406247","LRAT"
"17406252","FGB"
"17406264",NA
"17406268","1700028M03RIK"
"17406273",NA
"17406275","SFRP2"
"17406279","TLR2"
"17406285","D930015E06RIK"
"17406323","MND1"
"17406333","TRIM2"
"17406358","4930565D16RIK"
"17406363","FHDC1"
"17406383","ARFIP1"
"17406395","ARFIP1"
"17406397","DEAR1"
"17406399","GM15535"
"17406403","FAM160A1"
"17406421","ARFIP1"
"17406423","GLT28D2"
"17406431",NA
"17406433","PRSS48"
"17406440","RPS3A"
"17406450","SNORD73A"
"17406452","RNU73B"
"17406454",NA
"17406456","MAB21L2"
"17406460","DCLK2"
"17406482","CD1D1"
"17406492","KIRREL"
"17406512",NA
"17406514","FCRLS"
"17406525",NA
"17406527","GM6570"
"17406531","4933430H15RIK"
"17406552","PEAR1"
"17406586","NTRK1"
"17406604","PRCC"
"17406615","RRNAD1"
"17406629","BCAN"
"17406646","HAPLN2"
"17406656","APOA1BP"
"17406664","TTC24"
"17406679","GM19451"
"17406682","1700113A16RIK"
"17406686","MIR9-1"
"17406688","RHBG"
"17406701","1700021C14RIK"
"17406708","TMEM79"
"17406718","BGLAP-RS1"
"17406730","BGLAP-RS1"
"17406737","BGLAP"
"17406745","PMF1"
"17406752","SLC25A44"
"17406760","SEMA4A"
"17406783","LMNA"
"17406805","MIR1905"
"17406807","RAB25"
"17406817","LAMTOR2"
"17406825","RXFP4"
"17406827",NA
"17406831","SYT11"
"17406843","5830417I10RIK"
"17406846","MSTO1"
"17406867","DAP3"
"17406890",NA
"17406892","RUSC1"
"17406908","FDPS"
"17406921",NA
"17406923","MIR720"
"17406925","HCN3"
"17406938","SCAMP3"
"17406941","MTX1"
"17406960","MIR92B"
"17406962","TRIM46"
"17406979","SLC50A1"
"17406990","EFNA1"
"17407001","EFNA3"
"17407010","EFNA4"
"17407017","ADAM15"
"17407049","DCST1"
"17407069","ZBTB7B"
"17407086","LENEP"
"17407093","LENEP"
"17407098","FLAD1"
"17407116","CKS1B"
"17407124","CHRNB2"
"17407133","4632404H12RIK"
"17407138","IL6RA"
"17407149","ATP8B2"
"17407188",NA
"17407190","HAX1"
"17407201","UBAP2L"
"17407238",NA
"17407240","RPS27"
"17407246","CREB3L4"
"17407259","SLC27A3"
"17407272","INTS3"
"17407306","NPR1"
"17407332","SNAPIN"
"17407341","2500003M10RIK"
"17407354","S100A1"
"17407361",NA
"17407363","S100A9"
"17407368","GM5849"
"17407371","9130204L05RIK"
"17407376",NA
"17407378","LOR"
"17407382","PRR9"
"17407386","LELP1"
"17407390","SPRR2A1"
"17407393","SPRR2A1"
"17407396","ADRM1"
"17407400","SPRR1B"
"17407407","SPRR3"
"17407412","SPRR1A"
"17407416","SPRR4"
"17407418","IVL"
"17407422","SMCP"
"17407426","LCE6A"
"17407431","LCE1A1"
"17407435","LCE1B"
"17407439","LCE1A2"
"17407444","LCE1D"
"17407448","LCE1E"
"17407452","LCE1F"
"17407457","LCE1G"
"17407461","LCE1H"
"17407466","LCE1I"
"17407471",NA
"17407473","LCE1K"
"17407476","KPRP"
"17407481","LCE1L"
"17407485","2310050C09RIK"
"17407489","LCE3A"
"17407492",NA
"17407494",NA
"17407496","CRCT1"
"17407501","LCE1M"
"17407505",NA
"17407507","TDPOZ2"
"17407509","TDPOZ1"
"17407514",NA
"17407516",NA
"17407518","GM9125"
"17407522","TDPOZ5"
"17407524","GM9125"
"17407529","TDPOZ5"
"17407531","GM10696"
"17407536","LINGO4"
"17407539","1700040D17RIK"
"17407542","OAZ3"
"17407550","RIIAD1"
"17407561","SNX27"
"17407578","TUFT1"
"17407594","CGN"
"17407621","BC021767"
"17407631","PSMB4"
"17407641",NA
"17407643","RFX5"
"17407647","PI4KB"
"17407650","PI4KB"
"17407654","ZFP687"
"17407669","PSMD4"
"17407684","PIP5K1A"
"17407706",NA
"17407708","SCNM1"
"17407716","TNFAIP8L2"
"17407721","GABPB2"
"17407738","MLLT11"
"17407742","GM128"
"17407749","BNIPL"
"17407764","PRUNE"
"17407775","ANXA9"
"17407794","LASS2"
"17407798","SETDB1"
"17407823","4930558C23RIK"
"17407826","MCL1"
"17407829","ADAMTSL4"
"17407850","ECM1"
"17407864","TARS2"
"17407886","RPRD2"
"17407903",NA
"17407905","PRPF3"
"17407926","MRPS21"
"17407934","GM129"
"17407947","C920021L13RIK"
"17407956","CAR14"
"17407969","PLEKHO1"
"17407979","VPS45"
"17407998","GM17690"
"17408001","BOLA1"
"17408008","HIST2H2AB"
"17408011","HIST2H2AC"
"17408015","HIST2H3C2"
"17408017","HIST2H2AA1"
"17408021","HIST2H4"
"17408024","FCGR1"
"17408033","4930459I23RIK"
"17408038","RNU1B1"
"17408040","GM17580"
"17408049","4930477E14RIK"
"17408052","TERC"
"17408054","BC107364"
"17408063","RNU1B1"
"17408065","RNU1B1"
"17408067","TXNIP"
"17408074","POLR3GL"
"17408085","6330549D23RIK"
"17408088",NA
"17408090","NUDT17"
"17408099","POLR3C"
"17408121",NA
"17408123","CD160"
"17408131","4930442L01RIK"
"17408135","GPR89"
"17408156","GJA8"
"17408161",NA
"17408163","BCL9"
"17408180","GM17608"
"17408182","OLFR1402"
"17408184","CHD1L"
"17408211","PDE4DIP"
"17408270",NA
"17408273","PHGDH"
"17408289","GM4450"
"17408297","HSD3B4"
"17408306","HSD3B4"
"17408315","HSD3B5"
"17408323","HSD3B2"
"17408336","HSD3B3"
"17408345","HSD3B6"
"17408352","HSD3B1"
"17408360","HAO2"
"17408371","5730437C11RIK"
"17408375",NA
"17408377",NA
"17408379","SPAG17"
"17408384","WDR3"
"17408414","FAM46C"
"17408422","MAN1A2"
"17408442",NA
"17408444","TTF2"
"17408470","CD101"
"17408483","PTGFRN"
"17408497","CD2"
"17408507",NA
"17408509","ATP1A1"
"17408536","MAB21L3"
"17408546","SLC22A15"
"17408563","VANGL1"
"17408580","2410057H14RIK"
"17408585","TSHB"
"17408591","SYCP1"
"17408625","NR1H5"
"17408640",NA
"17408642",NA
"17408644",NA
"17408646",NA
"17408648","OLFML3"
"17408662","HIPK1"
"17408684","DCLRE1B"
"17408696","RSBN1"
"17408698","MAGI3"
"17408724",NA
"17408729","LRIG2"
"17408753",NA
"17408755","FAM19A3"
"17408765","MOV10"
"17408793","CAPZA1"
"17408805","WNT2B"
"17408813","CTTNBP2NL"
"17408821","1700095B22RIK"
"17408829","DDX20"
"17408845","RAP1A"
"17408856","I830077J02RIK"
"17408863","ATP5F1"
"17408875","1700027A23RIK"
"17408885","CHI3L7"
"17408897","CHI3L3"
"17408911","CHI3L4"
"17408926","BC051070"
"17408940","2010016I18RIK"
"17408945","CEPT1"
"17408960","CD53"
"17408970","OLFR266"
"17408974","CYM"
"17408985","PROK1"
"17408991","RBM15"
"17408997",NA
"17408999","KCNC4"
"17409005","SLC6A17"
"17409026","UBL4B"
"17409030","FAM40A"
"17409053","AHCYL1"
"17409075","CSF1"
"17409090","4933431E20RIK"
"17409099","GSTM7"
"17409113","GSTM6"
"17409130","GSTM3"
"17409142","GSTM2"
"17409154","GSTM1"
"17409166",NA
"17409172","GSTM4"
"17409184","AMPD2"
"17409217","GNAI3"
"17409229","GPR61"
"17409234","CYB561D1"
"17409243","ATXN7L2"
"17409261","SYPL2"
"17409274","PSMA5"
"17409277","SORT1"
"17409280","GM12522"
"17409284","CELSR2"
"17409328","SARS"
"17409343","5330417C22RIK"
"17409376","SCARNA2"
"17409379","TMEM167B"
"17409386","GPSM2"
"17409406","STXBP3A"
"17409428","FNDC7"
"17409445","PRPF38B"
"17409461","4921515J06RIK"
"17409463","FAM102B"
"17409477","GM19391"
"17409480","NTNG1"
"17409491",NA
"17409493","PRMT6"
"17409498",NA
"17409500",NA
"17409502","AMY2B"
"17409513","AMY2A5"
"17409526","AMY2A5"
"17409540","AMY2A5"
"17409555","AMY2A5"
"17409575","AMY1"
"17409594","RNPC3"
"17409617","GM19420"
"17409619",NA
"17409621","S1PR1"
"17409627","A930005H10RIK"
"17409633","SLC30A7"
"17409647",NA
"17409649","VCAM1"
"17409663","GPR88"
"17409668","CDC14A"
"17409688",NA
"17409690","RTCD1"
"17409703","CCDC76"
"17409721","HIAT1"
"17409736","SLC35A3"
"17409753","AGL"
"17409792","PALMD"
"17409804","1700061I17RIK"
"17409816","D3BWG0562E"
"17409826","SNX7"
"17409837",NA
"17409839","PTBP2"
"17409856",NA
"17409858","RWDD3"
"17409873","TMEM56"
"17409893","SLC44A3"
"17409911","A730020M07RIK"
"17409920","ABCD3"
"17409950",NA
"17409953",NA
"17409955","GM17494"
"17409958","MIR760"
"17409960","GM4610"
"17409963","FNBP1L"
"17409981","4930447N08RIK"
"17409986","4933405D12RIK"
"17409994","1810037I17RIK"
"17409997","USP53"
"17410022","MYOZ2"
"17410031","SYNPO2"
"17410043","METTL14"
"17410061",NA
"17410063","SNHG8"
"17410067","NDST3"
"17410090","1700006A11RIK"
"17410105","1700003H04RIK"
"17410114","UGT8A"
"17410122",NA
"17410124","ARSJ"
"17410127",NA
"17410130","ANK2"
"17410190","LARP7"
"17410204","ALPK1"
"17410227","AP1AR"
"17410239","5730508B09RIK"
"17410244","D030025E07RIK"
"17410251","ENPEP"
"17410275","EGF"
"17410304",NA
"17410306","LRIT3"
"17410311","RRH"
"17410323","GAR1"
"17410332","CCDC109B"
"17410343","SEC24B"
"17410376","OSTC"
"17410381","RPL34"
"17410388",NA
"17410390","HADH"
"17410400","CYP2U1"
"17410410","SGMS2"
"17410420",NA
"17410422",NA
"17410424","AIMP1"
"17410433",NA
"17410435","NPNT"
"17410455","GSTCD"
"17410472","ARHGEF38"
"17410492","TET2"
"17410506",NA
"17410508","MIR1895"
"17410514",NA
"17410519","4930539C22RIK"
"17410529","CISD2"
"17410537","4930539J05RIK"
"17410542","NFKB1"
"17410572","4933401H06RIK"
"17410578","GM16500"
"17410581","BANK1"
"17410600","1700030L20RIK"
"17410606","GM4861"
"17410612","GM19693"
"17410615","DNAJB14"
"17410617","DAPP1"
"17410630","GM5105"
"17410636","MTTP"
"17410660","4930579F01RIK"
"17410672","0610031O16RIK"
"17410676","ADH1"
"17410680","METAP1"
"17410693","4930425O10RIK"
"17410698","RAP1GDS1"
"17410715","GM4862"
"17410718","PDHA2"
"17410722","GM15688"
"17410725",NA
"17410729","BMPR1B"
"17410748","PDLIM5"
"17410770",NA
"17410773",NA
"17410775","PKN2"
"17410805","GM6260"
"17410809","LMO4"
"17410818","HS2ST1"
"17410828",NA
"17410830","SH3GLB1"
"17410845","CLCA1"
"17410863","CLCA2"
"17410880","CLCA4"
"17410898","GM6289"
"17410905","AI747448"
"17410921","CLCA6"
"17410939","CLCA3"
"17410956","CLCA5"
"17410974","CYR61"
"17410982","GM20271"
"17410984","WDR63"
"17411012",NA
"17411014","GM10636"
"17411018",NA
"17411020","DNASE2B"
"17411033","SPATA1"
"17411054","RPF1"
"17411065","4930503B20RIK"
"17411081","PRKACB"
"17411099",NA
"17411101",NA
"17411103","LPHN2"
"17411133",NA
"17411135",NA
"17411139",NA
"17411141","RPSA"
"17411145","MIR3963"
"17411147","IFI44"
"17411159","H28"
"17411163","PTGFR"
"17411172",NA
"17411174","GIPC2"
"17411188","DNAJB4"
"17411201","NEXN"
"17411216","FAM73A"
"17411235","AK5"
"17411252","ST6GALNAC5"
"17411262","ST6GALNAC3"
"17411268","5730460C07RIK"
"17411274","2510003D18RIK"
"17411277","MSH4"
"17411304","RABGGTB"
"17411319","RABGGTB"
"17411321",NA
"17411323","ACADM"
"17411338","LHX8"
"17411352","TYW3"
"17411361",NA
"17411364","TNNI3K"
"17411392","FPGT"
"17411399",NA
"17411401","4930570G19RIK"
"17411411",NA
"17411414",NA
"17411420","CTH"
"17411435","SRSF11"
"17411457","LRRC7"
