"id","SYMBOL"
"17291964","EEF1E1"
"17291970",NA
"17291972","SLC35B3"
"17291987",NA
"17291990",NA
"17291992","OFCC1"
"17292011","TFAP2A"
"17292023","GCNT2"
"17292026","GCNT2"
"17292032","MAK"
"17292050","GCM2"
"17292058","ELOVL2"
"17292069","BC024659"
"17292071","NEDD9"
"17292082",NA
"17292084","9530008L14RIK"
"17292096",NA
"17292101",NA
"17292103",NA
"17292107","TBC1D7"
"17292117","GFOD1"
"17292122","RANBP9"
"17292137",NA
"17292139","CCDC90A"
"17292150","A330076C08RIK"
"17292155",NA
"17292157","DTNBP1"
"17292168",NA
"17292170",NA
"17292172",NA
"17292174","ATXN1"
"17292185","GM10113"
"17292190","NUP153"
"17292215","KIF13A"
"17292256",NA
"17292258","NHLRC1"
"17292262","TPMT"
"17292276","DEK"
"17292292","A930002C04RIK"
"17292296","4931429P17RIK"
"17292312","A330048O09RIK"
"17292316","ZFP169"
"17292325","MIRLET7D"
"17292327","MIRLET7F-1"
"17292329","MIRLET7A-1"
"17292331",NA
"17292333","PTPDC1"
"17292346","PHF2"
"17292370","FAM120A"
"17292390","WNK2"
"17292426","1110007C09RIK"
"17292434","SUSD3"
"17292450","FGD3"
"17292477","CENPP"
"17292489",NA
"17292491","GM8672"
"17292499","GM8674"
"17292507",NA
"17292509","GM906"
"17292514","GM904"
"17292520","GM906"
"17292527","MIR683-1"
"17292529","MIR683-1"
"17292531","2310081J21RIK"
"17292536","4930518P08RIK"
"17292541","9430083A17RIK"
"17292543","HIST1H2AL"
"17292547","SHC3"
"17292562",NA
"17292569","SEMA4D"
"17292598","DIRAS2"
"17292603","GM2848"
"17292608","BB123696"
"17292612","AUH"
"17292632",NA
"17292634","NFIL3"
"17292640","ROR2"
"17292654","SPTLC1"
"17292671","MSX2"
"17292677","DRD1A"
"17292681",NA
"17292685",NA
"17292687",NA
"17292689","THOC3"
"17292698","4833439L19RIK"
"17292712","NOP16"
"17292722","CLTB"
"17292732","RNF44"
"17292753","GPRIN1"
"17292759","SNCB"
"17292769",NA
"17292772",NA
"17292775","HK3"
"17292800","UIMC1"
"17292817","RAB24"
"17292828","MXD3"
"17292839","LMAN2"
"17292850","PFN3"
"17292855","F12"
"17292871","DBN1"
"17292891","PDLIM7"
"17292915","DOK3"
"17292922","DDX41"
"17292941","FAM193B"
"17292956","B4GALT7"
"17292960",NA
"17292967","PITX1"
"17292974","H2AFY"
"17292990","TIFAB"
"17292996","4930550C17RIK"
"17293002","NEUROG1"
"17293006","CXCL14"
"17293011",NA
"17293013","IL9"
"17293020","LECT2"
"17293028","TRPC7"
"17293043",NA
"17293045","SPOCK1"
"17293059","KLHL3"
"17293083","MIR874"
"17293085","HNRNPA0"
"17293089","UBQLN1"
"17293103","GKAP1"
"17293116","KIF27"
"17293135","2210016F16RIK"
"17293142","HNRNPK"
"17293163","MIR7-1"
"17293165","SLC28A3"
"17293186","4930455J16RIK"
"17293190","AGTPBP1"
"17293234","A230056J06RIK"
"17293237","GOLM1"
"17293250","4921517D22RIK"
"17293258","FAM75D3"
"17293265","4932411G14RIK"
"17293271",NA
"17293273","ISCA1"
"17293280","ZCCHC6"
"17293309","GM19866"
"17293313","GAS1"
"17293318","BC051665"
"17293328","CTSLL3"
"17293338","4930486L24RIK"
"17293348","CTLA2B"
"17293356","TPBPB"
"17293362","CTLA2A"
"17293370","TPBPA"
"17293376","CTSJ"
"17293386","CTSQ"
"17293397","CTSR"
"17293408","CTS6"
"17293418","CTS8"
"17293428","CTS8-PS"
"17293434","CTS7"
"17293444","CTSM"
"17293454","CTS3"
"17293465","GM6436"
"17293469",NA
"17293471",NA
"17293473",NA
"17293475","GM19792"
"17293484","GM3604"
"17293489","GM3609"
"17293495","ZFP935"
"17293503","ZFP934"
"17293513","TAF1D"
"17293515",NA
"17293517","6720489N17RIK"
"17293521","LOC100861712"
"17293534","GM5665"
"17293542","GM5141"
"17293547","FBP2"
"17293557","FBP1"
"17293567","GM16907"
"17293571","MIR24-1"
"17293573","FANCC"
"17293604",NA
"17293607","PTCH1"
"17293635","HSD17B3"
"17293650","SLC35D2"
"17293665","ZFP367"
"17293675","CDC14B"
"17293695","1110018J18RIK"
"17293704",NA
"17293706","CTSL"
"17293717","1190003K10RIK"
"17293721","CNTNAP3"
"17293748","PRSS47"
"17293757","HIATL1"
"17293774","NLRP4F"
"17293793","GM7762"
"17293803","GM7762"
"17293806","2410141K09RIK"
"17293808",NA
"17293813","LOC100861733"
"17293822",NA
"17293827","2410141K09RIK"
"17293841",NA
"17293845",NA
"17293849",NA
"17293854","MSZF81"
"17293856","MSZF81"
"17293858","ZFP640"
"17293863","UQCRB"
"17293870","MTERFD1"
"17293887","4933433G19RIK"
"17293897","ZFP712"
"17293903","ZFP708"
"17293911","RSLCAN18"
"17293922","ZFP458"
"17293928","ZFP457"
"17293933","ZFP595"
"17293945","ZFP953"
"17293952","ZFP456"
"17293961","ZFP429"
"17293968","ZFP459"
"17293974","ZFP874A"
"17293982","ZFP874B"
"17293988","ZFP58"
"17293996","ZFP87"
"17294002","ZFP748"
"17294009","AA987161"
"17294016","A530054K11RIK"
"17294023","ZFP738"
"17294034","ZFP71-RS1"
"17294043","ZFP85-RS1"
"17294051",NA
"17294058","4930525G20RIK"
"17294062",NA
"17294066","MTRR"
"17294086","ADCY2"
"17294114","PAPD7"
"17294130",NA
"17294135","SRD5A1"
"17294149","UBE2QL1"
"17294154","MED10"
"17294157","1700084F23RIK"
"17294163",NA
"17294167","BC018507"
"17294187","ADAMTS16"
"17294215","IRX1"
"17294222","RPL9"
"17294225",NA
"17294228","GM20554"
"17294230","D730050B12RIK"
"17294235","NDUFS6"
"17294244","MRPL36"
"17294246","D630045M09RIK"
"17294250","SLC6A18"
"17294267","SLC6A19"
"17294289","NKD2"
"17294302","TRIP13"
"17294318",NA
"17294320",NA
"17294324","CEP72"
"17294338","EXOC3"
"17294352","AHRR"
"17294368","PDCD6"
"17294377","SDHA"
"17294397","CCDC127"
"17294402","ZFP72"
"17294411","GM3897"
"17294416","ZFP825"
"17294421","CAST"
"17294458","RHOBTB3"
"17294475",NA
"17294477","RFESD"
"17294485","GPR150"
"17294489","ARSK"
"17294501","FAM81B"
"17294514",NA
"17294516",NA
"17294518","ANKRD32"
"17294544","D13MGI7"
"17294547","NR2F1"
"17294559","1700023H06RIK"
"17294562","GM4211"
"17294565","GPR98"
"17294664","POLR3G"
"17294677","GM17259"
"17294680","MIR3961"
"17294682","MEF2C"
"17294685",NA
"17294688","GM17750"
"17294691","A230107N01RIK"
"17294694",NA
"17294696","RASA1"
"17294723","COX7C"
"17294734",NA
"17294736",NA
"17294738","VCAN"
"17294761","XRCC4"
"17294773",NA
"17294775","ATP6AP1L"
"17294785","ATG10"
"17294793","A830009L08RIK"
"17294797","4833422C13RIK"
"17294803",NA
"17294805","ZCCHC9"
"17294816","CKMT2"
"17294828","RASGRF2"
"17294860","MSH3"
"17294896","ANKRD34B"
"17294899","FAM151B"
"17294907","ZFYVE16"
"17294930","SPZ1"
"17294934","THBS4"
"17294959","CMYA5"
"17294974","PAPD4"
"17294991","JMY"
"17295005","BHMT"
"17295017","BHMT2"
"17295027","AW495222"
"17295032","ARSB"
"17295035",NA
"17295038","SCAMP1"
"17295054","GM9776"
"17295059","PDE8B"
"17295093","AGGF1"
"17295112","CRHBP"
"17295122","S100Z"
"17295125","F2RL1"
"17295130","F2R"
"17295136","IQGAP2"
"17295175",NA
"17295177","SV2C"
"17295194",NA
"17295196","ANKDD1B"
"17295212","POLK"
"17295233","HMGCR"
"17295259","1700029F12RIK"
"17295266","PLP2"
"17295270","NSA2"
"17295278","HEXB"
"17295295","5330416C01RIK"
"17295304",NA
"17295308","RGNEF"
"17295346","UTP15"
"17295362","BTF3"
"17295373","2310005E17RIK"
"17295377",NA
"17295381","TMEM174"
"17295386","TMEM171"
"17295394","FCHO2"
"17295422","TNPO1"
"17295450","1700024P04RIK"
"17295454",NA
"17295456","2310020H05RIK"
"17295463","PTCD2"
"17295475","MRPS27"
"17295482","MTAP1B"
"17295494",NA
"17295496","CARTPT"
"17295503","MCCC2"
"17295525","BDP1"
"17295569","NAIP2"
"17295588","NAIP5"
"17295607","NAIP6"
"17295627","NAIP1"
"17295646","GTF2H2"
"17295649","GTF2H2"
"17295670","OCLN"
"17295685","MARVELD2"
"17295697","RAD17"
"17295718","CDK7"
"17295735","MRPS36"
"17295745","CENPH"
"17295757","CCNB1"
"17295770","SLC30A5"
"17295788","GM10257"
"17295792","4922502H24RIK"
"17295796","PIK3R1"
"17295817","MAST4"
"17295859",NA
"17295861","SREK1"
"17295877","ERBB2IP"
"17295907","NLN"
"17295926","2410002O22RIK"
"17295944","PPWD1"
"17295960","CWC27"
"17295981","FAM159B"
"17295987","RGS7BP"
"17295996","RNF180"
"17296007",NA
"17296009",NA
"17296011",NA
"17296013","IPO11"
"17296052","KIF2A"
"17296080",NA
"17296082","APOO"
"17296084","ZSWIM6"
"17296102",NA
"17296104","NDUFAF2"
"17296112",NA
"17296115","RAB3C"
"17296124","RAB3C"
"17296128","GAPT"
"17296134","3110015C05RIK"
"17296138",NA
"17296142","GPBP1"
"17296161",NA
"17296164",NA
"17296170","RPL41"
"17296174","MAP3K1"
"17296200",NA
"17296203","IL31RA"
"17296225","DDX4"
"17296248","SKIV2L2"
"17296277",NA
"17296281","GPX8"
"17296286","GZMA"
"17296294","GZMK"
"17296304","4921509O07RIK"
"17296312","SNX18"
"17296317","HSPB3"
"17296321","A430090L17RIK"
"17296336","NDUFS4"
"17296344","FST"
"17296355","ITGA2"
"17296388","ITGA1"
"17296422","PELO"
"17296427","ISL1"
"17296436","PARP8"
"17296466","EMB"
"17296470","4933413L06RIK"
"17296476","MRPS30"
"17296483","FGF10"
"17296489","NNT"
"17296525",NA
"17296528","GM7120"
"17296532","E130304F04RIK"
"17296537","ZFP131"
"17296545","AF067063"
"17296548","TCSTV1"
"17296551","B020031M17RIK"
"17296554","LOC100861977"
"17296558","LOC100861753"
"17296565","GM2888"
"17296572","GM2897"
"17296581","GM10413"
"17296595","D830030K20RIK"
"17296602","GM3020"
"17296615",NA
"17296625","GM10413"
"17296631","GM10409"
"17296639","GM10408"
"17296647","1700110I01RIK"
"17296653","GM3002"
"17296682","GM10413"
"17296688","GM10409"
"17296696",NA
"17296702","1700110I01RIK"
"17296705","GM3002"
"17296715","GM3500"
"17296723","GM3099"
"17296731","GM5796"
"17296760","GM10413"
"17296770",NA
"17296777","GM10406"
"17296786","2610042L04RIK"
"17296793","GM3159"
"17296802","GM3173"
"17296827","GM10413"
"17296836","GM5458"
"17296849","GM2897"
"17296872","GM10413"
"17296881","GM9602"
"17296889",NA
"17296896","GM5796"
"17296905","GM10408"
"17296912",NA
"17296918","GM3317"
"17296936","4930555G01RIK"
"17296943",NA
"17296953","GM10413"
"17296962","GM10408"
"17296969",NA
"17296971",NA
"17296973","GM3187"
"17296979","GM10409"
"17296989","GM10408"
"17296996",NA
"17296998",NA
"17297000","4933406F09RIK"
"17297003","4933406F09RIK"
"17297006",NA
"17297010","FLNB"
"17297059","ABHD6"
"17297072","RPP14"
"17297080","PXK"
"17297100","KCTD6"
"17297105","4930455B14RIK"
"17297112","GM3833"
"17297114",NA
"17297116",NA
"17297121",NA
"17297123",NA
"17297125","PTPRG"
"17297161","3830406C13RIK"
"17297171","SYNPR"
"17297181","SNTN"
"17297187",NA
"17297189",NA
"17297196","ATXN7"
"17297209","OLFR31"
"17297211","IL3RA"
"17297225",NA
"17297227","SLC4A7"
"17297258","NEK10"
"17297299","B230110C06RIK"
"17297305","NGLY1"
"17297319","TOP2B"
"17297359","THRB"
"17297372",NA
"17297374","NKIRAS1"
"17297383",NA
"17297385",NA
"17297387",NA
"17297391","NID2"
"17297413","NUDT13"
"17297425","FAM149B"
"17297445",NA
"17297448","USP54"
"17297459","2810402E24RIK"
"17297462","SEC24C"
"17297490","FUT11"
"17297495","FUT11"
"17297497","CHCHD1"
"17297503","2310021P13RIK"
"17297537","PLAU"
"17297551","VCL"
"17297576","ADK"
"17297591",NA
"17297593",NA
"17297595","MYST4"
"17297621",NA
"17297627","SAMD8"
"17297637",NA
"17297639","VDAC2"
"17297655",NA
"17297660","1700112E06RIK"
"17297678","CNOT1"
"17297680","E330034G19RIK"
"17297692","RPS24"
"17297700","4931403M11RIK"
"17297703","4930428N03RIK"
"17297707","GM10398"
"17297710","GM17747"
"17297713","ZMIZ1"
"17297746","MIR3075"
"17297748","4931406H21RIK"
"17297750","PPIF"
"17297759","ANXA11"
"17297777","CPHX"
"17297784","GM10394"
"17297801","ANXA11"
"17297810","CPHX"
"17297817","GM10394"
"17297833","ANXA11"
"17297842","CPHX"
"17297849","GM10394"
"17297865","4933413J09RIK"
"17297882",NA
"17297885",NA
"17297887","GM2178"
"17297889","FAM116A"
"17297913","ARF4"
"17297923",NA
"17297999","ASB14"
"17298014","HESX1"
"17298021","IL17RD"
"17298041","ARHGEF3"
"17298057","D14ABB1E"
"17298088",NA
"17298090","ERC2"
"17298112","WNT5A"
"17298126","LRTM1"
"17298131","SELK"
"17298139","ACTR8"
"17298155","CHDH"
"17298171","DCP1A"
"17298183","TKT"
"17298203","RFT1"
"17298223","SFMBT1"
"17298250","TMEM110"
"17298262","MUSTN1"
"17298267","ITIH4"
"17298292","NEK4"
"17298312","GLT8D1"
"17298324","PBRM1"
"17298364","NT5DC2"
"17298379","TNNC1"
"17298387","SEMA3G"
"17298407","BAP1"
"17298426","CAPN7"
"17298451","EAF1"
"17298460","BTD"
"17298468","D830044D21RIK"
"17298471",NA
"17298473","GALNTL2"
"17298488","OXNAD1"
"17298504","MSMB"
"17298510","NCOA4"
"17298528","PARG"
"17298556","OGDHL"
"17298582","GM2990"
"17298585","ERCC6"
"17298608","PRRXL1"
"17298620","1810011H11RIK"
"17298626","FAM170B"
"17298631","E130203B14RIK"
"17298642","LRRC18"
"17298654",NA
"17298656","ARHGAP22"
"17298679","GM626"
"17298714","PTPN20"
"17298729",NA
"17298731","GDF10"
"17298738","GDF2"
"17298743","RBP3"
"17298750","GM5460"
"17298757","ANTXRL"
"17298775","ANXA8"
"17298789",NA
"17298791","RPL23A"
"17298793","SYT15"
"17298805","GLUD1"
"17298823","GM3219"
"17298825","MMRN2"
"17298839","WAPAL"
"17298874","GRID1"
"17298895","MIR346"
"17298897",NA
"17298899","4930474N05RIK"
"17298906",NA
"17298908",NA
"17298910","LRIT1"
"17298917","LRIT2"
"17298923",NA
"17298925",NA
"17298929","4930529F24RIK"
"17298935","GM19521"
"17298937","1700109I08RIK"
"17298942",NA
"17298944",NA
"17298946","DYDC1"
"17298956","MAT1A"
"17298968","SFTPA1"
"17298977","MBL1"
"17298984",NA
"17298991",NA
"17298998",NA
"17299006",NA
"17299013",NA
"17299019","GM5622"
"17299027","GM2959"
"17299033",NA
"17299039","GM5622"
"17299044","GM5622"
"17299049",NA
"17299056",NA
"17299063",NA
"17299070",NA
"17299075",NA
"17299082",NA
"17299089","GM8113"
"17299093","ANG5"
"17299097",NA
"17299099",NA
"17299101","EAR2"
"17299105","LOC100505112"
"17299112","GM8212"
"17299119",NA
"17299127",NA
"17299135",NA
"17299145","BC061237"
"17299152","LOC666692"
"17299158","LOC100044625"
"17299164",NA
"17299170",NA
"17299174","PTGDR"
"17299180","PTGER2"
"17299185","GPR137C"
"17299196","ERO1L"
"17299200","PSMC6"
"17299217","STYX"
"17299231","4930527F14RIK"
"17299239",NA
"17299243",NA
"17299247","UBB"
"17299250","GM15217"
"17299258",NA
"17299261",NA
"17299265","E130120K24RIK"
"17299268","CDKN3"
"17299279","CGRRF1"
"17299288","SAMD4"
"17299313",NA
"17299316","SOCS4"
"17299323","MAPK1IP1L"
"17299329","LGALS3"
"17299341","FBXO34"
"17299351",NA
"17299353","KTN1"
"17299397","4930447J18RIK"
"17299401","PELI2"
"17299414","GM6498"
"17299419","6720456H20RIK"
"17299441",NA
"17299443","OTX2OS1"
"17299449","4933429O19RIK"
"17299454","MUDENG"
"17299465","NAA30"
"17299471",NA
"17299473","OLFR727"
"17299477","TLR11"
"17299481","OLFR736"
"17299483","OLFR738"
"17299485","OLFR739"
"17299487","OLFR740"
"17299489","OLFR741"
"17299493","OLFR742"
"17299497","4930413M19RIK"
"17299500","OLFR743"
"17299502","OLFR744"
"17299506","OLFR745"
"17299510","OLFR746"
"17299512","OLFR748"
"17299514",NA
"17299516",NA
"17299518","PARP2"
"17299535",NA
"17299540",NA
"17299542","TMEM55B"
"17299551","PNP"
"17299559","PNP2"
"17299569","RNASE10"
"17299575","RNASE4"
"17299582","EDDM3B"
"17299585","RNASE6"
"17299589","EAR5"
"17299593","EAR14"
"17299595","GM7247"
"17299604","VMN2R89"
"17299613","VMN2R88"
"17299621","GM5622"
"17299627","AY358078"
"17299638","EAR6"
"17299644","METTL17"
"17299663","SLC39A2"
"17299672","TPPP2"
"17299678","ARHGEF40"
"17299703","G630016D24RIK"
"17299713",NA
"17299715","RPGRIP1"
"17299744","CHD8"
"17299748",NA
"17299750","TOX4"
"17299764",NA
"17299767","OLFR1509"
"17299770",NA
"17299773",NA
"17299776",NA
"17299779",NA
"17299782",NA
"17299785",NA
"17299788",NA
"17299792",NA
"17299796","TRAV7-4"
"17299800",NA
"17299804",NA
"17299808",NA
"17299812",NA
"17299816",NA
"17299820",NA
"17299823",NA
"17299826",NA
"17299830",NA
"17299834",NA
"17299838",NA
"17299842","TRAV9D-3"
"17299847","RPS19"
"17299849","TRAV12-2"
"17299852",NA
"17299855",NA
"17299857","TRAV12-2"
"17299860",NA
"17299862",NA
"17299864",NA
"17299867","A430107P09RIK"
"17299869",NA
"17299872",NA
"17299874",NA
"17299877",NA
"17299880",NA
"17299885",NA
"17299888",NA
"17299891",NA
"17299893","TRAV14D-3-DV8"
"17299895",NA
"17299898",NA
"17299902",NA
"17299905",NA
"17299908",NA
"17299910",NA
"17299913","TRAV14D-3-DV8"
"17299916",NA
"17299919","TRAV9D-3"
"17299922",NA
"17299924","RPS19"
"17299926","TRAV12-2"
"17299929",NA
"17299932",NA
"17299934","TRAV12-2"
"17299937",NA
"17299939",NA
"17299941",NA
"17299944","A430107P09RIK"
"17299946",NA
"17299949",NA
"17299951",NA
"17299954",NA
"17299957",NA
"17299962",NA
"17299965",NA
"17299968",NA
"17299970",NA
"17299972",NA
"17299976",NA
"17299979",NA
"17299983",NA
"17299987",NA
"17299991","TRAV7-4"
"17299995",NA
"17299998",NA
"17300002",NA
"17300006",NA
"17300009",NA
"17300012",NA
"17300015",NA
"17300018",NA
"17300021",NA
"17300024",NA
"17300027",NA
"17300030",NA
"17300032","TRAV12-2"
"17300036",NA
"17300040",NA
"17300044",NA
"17300047",NA
"17300050","A430107P09RIK"
"17300054","TRAV9D-3"
"17300058",NA
"17300061",NA
"17300064",NA
"17300067",NA
"17300071",NA
"17300075",NA
"17300079","TRAV14D-3-DV8"
"17300086",NA
"17300090",NA
"17300093",NA
"17300097",NA
"17300100",NA
"17300104",NA
"17300108",NA
"17300112",NA
"17300116",NA
"17300119",NA
"17300122","A630038E17RIK"
"17300125",NA
"17300127","A630038E17RIK"
"17300129","A630038E17RIK"
"17300131",NA
"17300133",NA
"17300135",NA
"17300137",NA
"17300139",NA
"17300141",NA
"17300143",NA
"17300145",NA
"17300147",NA
"17300149",NA
"17300151",NA
"17300153",NA
"17300155","TRAV7-4"
"17300157",NA
"17300159",NA
"17300161",NA
"17300163",NA
"17300165",NA
"17300167",NA
"17300169",NA
"17300171",NA
"17300173","TRAV12-2"
"17300175",NA
"17300177",NA
"17300179",NA
"17300181","TRAV9D-3"
"17300183",NA
"17300185",NA
"17300187",NA
"17300189","TRAV3-4"
"17300191",NA
"17300193",NA
"17300195",NA
"17300197",NA
"17300199",NA
"17300201",NA
"17300203",NA
"17300205",NA
"17300207",NA
"17300209",NA
"17300211",NA
"17300213",NA
"17300215",NA
"17300217",NA
"17300219",NA
"17300221",NA
"17300223",NA
"17300225",NA
"17300227",NA
"17300229",NA
"17300231",NA
"17300233",NA
"17300235",NA
"17300237",NA
"17300239",NA
"17300241",NA
"17300243",NA
"17300247","TRAV9D-3"
"17300251","ABHD4"
"17300261","OXA1L"
"17300273","MRPL52"
"17300279","MMP14"
"17300292","LRP10"
"17300303","REM2"
"17300314",NA
"17300316","PSMB11"
"17300319",NA
"17300321","4930579G18RIK"
"17300328","1700123O20RIK"
"17300332",NA
"17300349","BCL2L2"
"17300360","PABPN1"
"17300376","IL25"
"17300381","CMTM5"
"17300390","D830015G02RIK"
"17300396","NGDN"
"17300408","ZFHX2"
"17300411","THTPA"
"17300416","DHRS2"
"17300429","DHRS4"
"17300441","LRRC16B"
"17300484","CPNE6"
"17300504","PCK2"
"17300519","DCAF11"
"17300544","FITM1"
"17300548","PSME1"
"17300565","RNF31"
"17300591","IRF9"
"17300608","REC8"
"17300630","TSSK4"
"17300638","GMPR2"
"17300650","2610027L16RIK"
"17300663","LTB4R2"
"17300666","LTB4R1"
"17300672","NFATC4"
"17300686","NYNRIN"
"17300697","KHNYN"
"17300707","CMA2"
"17300717","MCPT1"
"17300725","MCPT2"
"17300733",NA
"17300735","ATP12A"
"17300760","RNF17"
"17300798",NA
"17300800",NA
"17300802","PARP4"
"17300839","MPHOSPH8"
"17300860","ZMYM2"
"17300888","B020004C17RIK"
"17300893","IFT88"
"17300921","IL17D"
"17300926","1700039M10RIK"
"17300929",NA
"17300931","SAP18"
"17300944","MRP63"
"17300947","3110083C13RIK"
"17300950","FGF9"
"17300959",NA
"17300961","RCBTB1"
"17300984","CAB39L"
"17300998","SHISA2"
"17301003","4930563I02RIK"
"17301010","MTMR6"
"17301026","FAM123A"
"17301031","SPATA13"
"17301055","C1QTNF9"
"17301061","MIPEP"
"17301086","SACS"
"17301105",NA
"17301108","ARL11"
"17301113","4930556J02RIK"
"17301117","TRIM13"
"17301123","KCNRG"
"17301131","RNASEH2B"
"17301145",NA
"17301147","FAM124A"
"17301155","SERPINE3"
"17301166",NA
"17301168","4931440J10RIK"
"17301176","WDFY2"
"17301190",NA
"17301192","DEFB47"
"17301195","DEFB43"
"17301200","DEFB42"
"17301207","2700070H01RIK"
"17301211",NA
"17301213","CTSB"
"17301225","FAM167A"
"17301232",NA
"17301237","XKR6"
"17301245","MIR598"
"17301247","PINX1"
"17301256","SOX7"
"17301262","RP1L1"
"17301272","PRSS51"
"17301283","PRSS52"
"17301291","A930011O12RIK"
"17301300","KIF13B"
"17301340",NA
"17301342","INTS9"
"17301365","FBXO16"
"17301378","ZFP395"
"17301391","GM600"
"17301414","SCARA5"
"17301428","PBK"
"17301440","CCDC25"
"17301452","CLU"
"17301468","CHRNA2"
"17301478","TRIM35"
"17301489","STMN4"
"17301502","ADRA1A"
"17301514",NA
"17301519","GM5464"
"17301523","PNMA2"
"17301530",NA
"17301534",NA
"17301536","EBF2"
"17301556",NA
"17301558","KCTD9"
"17301576","GNRH1"
"17301582","NEFL"
"17301590","NEFM"
"17301594","STC1"
"17301603",NA
"17301605","NKX2-6"
"17301610","NKX3-1"
"17301615","ENTPD4"
"17301634","LOXL2"
"17301647","ENTPD4"
"17301670","LOXL2"
"17301689","4930480K23RIK"
"17301697","TNFRSF10B"
"17301708","PEBP4"
"17301718","EGR3"
"17301722","BIN3"
"17301732",NA
"17301738","PHYHIP"
"17301746","LGI3"
"17301757","REEP4"
"17301768","HR"
"17301796","NUDT18"
"17301802","DOK2"
"17301818","2410012E07RIK"
"17301823","GFRA2"
"17301835","GM4251"
"17301839","4930434J06RIK"
"17301847",NA
"17301849","FNDC3A"
"17301852","GM9199"
"17301854","RCBTB2"
"17301886","LPAR6"
"17301890","MED4"
"17301899","SUCLA2"
"17301920","4933402J15RIK"
"17301926","HTR2A"
"17301932","ESD"
"17301943","GM10847"
"17301947","GM4278"
"17301951","5031414D18RIK"
"17301968","LCP1"
"17301995","CPB2"
"17302009","ZC3H13"
"17302031","SIAH3"
"17302035","4930564B18RIK"
"17302043","TPT1"
"17302054","SNORA31"
"17302056","KCTD4"
"17302061","NUFIP1"
"17302074","TSC22D1"
"17302092","TSC22D1"
"17302096","1700108F19RIK"
"17302102","CCDC122"
"17302113","ENOX1"
"17302136",NA
"17302138","D5ERTD579E"
"17302141","EPSTI1"
"17302156",NA
"17302159",NA
"17302161","1300010F03RIK"
"17302213","MTRF1"
"17302226","KBTBD7"
"17302234","GM5465"
"17302238","ELF1"
"17302251","SUGT1"
"17302266","4930452G13RIK"
"17302271","MIR759"
"17302273","GM6999"
"17302279","OLFM4"
"17302287",NA
"17302289","PCDH17"
"17302296","4930529K09RIK"
"17302301",NA
"17302303",NA
"17302305","TDRD3"
"17302325",NA
"17302327",NA
"17302329",NA
"17302331","GM5088"
"17302333","4930474H20RIK"
"17302343",NA
"17302345",NA
"17302347","4921530L21RIK"
"17302352",NA
"17302354",NA
"17302356",NA
"17302358",NA
"17302360",NA
"17302362","6720463M24RIK"
"17302376","PIBF1"
"17302397","KLF5"
"17302404",NA
"17302412",NA
"17302414",NA
"17302416",NA
"17302418","UCHL3"
"17302429","LMO7"
"17302470",NA
"17302472","KCTD12"
"17302475","IRG1"
"17302483","CLN5"
"17302490","SCEL"
"17302523","SLAIN1"
"17302537",NA
"17302539","D130009I18RIK"
"17302546",NA
"17302548",NA
"17302550","NDFIP2"
"17302562","5430440P10RIK"
"17302565","4930449E01RIK"
"17302571",NA
"17302578","RPL41"
"17302582","TRIM52"
"17302586","GM4666"
"17302588",NA
"17302590",NA
"17302592",NA
"17302594",NA
"17302596",NA
"17302598","GM6280"
"17302600","SLITRK5"
"17302606","TPM3"
"17302610","4930524C18RIK"
"17302617",NA
"17302619",NA
"17302632","MIR17"
"17302634","MIR18"
"17302636","MIR19A"
"17302638","MIR20A"
"17302640","MIR17HG"
"17302645","GPC5"
"17302656","GPC6"
"17302671","TGDS"
"17302675","GPR180"
"17302686","SOX21"
"17302692","GM9376"
"17302695",NA
"17302697",NA
"17302700","1700044C05RIK"
"17302707",NA
"17302709",NA
"17302711","CLDN10"
"17302724","DNAJC3"
"17302739",NA
"17302747","HS6ST3"
"17302750","1700006F04RIK"
"17302754","MBNL2"
"17302766","RAP2A"
"17302771",NA
"17302773","IPO5"
"17302802","FARP1"
"17302832","B930095G15RIK"
"17302834","UBAC2"
"17302846","TIMM8A2"
"17302849","TM9SF2"
"17302869","CLYBL"
"17302878","ZIC2"
"17302885",NA
"17302889","PCCA"
"17302919","4930594M22RIK"
"17302925",NA
"17302928","AA536875"
"17302936","ITGBL1"
"17302953",NA
"17302955","1700024B18RIK"
"17302960",NA
"17302963",NA
"17302970",NA
"17302972",NA
"17302974",NA
"17302976","4930555G01RIK"
"17302981","GM2897"
"17302989","GM3500"
"17302996","GM3696"
"17303003","GM10413"
"17303008",NA
"17303010","GM3002"
"17303018","GM3500"
"17303024","GM10021"
"17303034","GM10413"
"17303041","GM3173"
"17303058","GM3453"
"17303067",NA
"17303079","GM6337"
"17303088","GM3696"
"17303098","GM10413"
"17303111","4930555G01RIK"
"17303117","GM3696"
"17303125","LOC100861646"
"17303135",NA
"17303140","GM10408"
"17303147","GM3591"
"17303174","GM3594"
"17303183","GM5458"
"17303191",NA
"17303197",NA
"17303204","GM10406"
"17303258","GM8362"
"17303267","GM10413"
"17303275","GM3696"
"17303290","4930555G01RIK"
"17303298","4930555G01RIK"
"17303306",NA
"17303315","GM5797"
"17303322",NA
"17303329","1700110I01RIK"
"17303333","D830030K20RIK"
"17303339",NA
"17303353","GM3696"
"17303360","GM10338"
"17303368","GM3002"
"17303373",NA
"17303386","DNASE1L3"
"17303400","PDHB"
"17303412","ACOX2"
"17303433","FAM107A"
"17303442","OIT1"
"17303453","4930452B06RIK"
